playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478048,2024,Igor Shesterkin,NYR,G,other,61,4629.0,14.02,13.0,141.0,6.44,12.0,18.21,9.0,85.83,80.0,1.79,0.0,44.89,41.0,25.52,37.0,12.7,60.0,31.0,21.0,2.38,3.81,7.83,4.0,1.0,8.0,29.0,0.0,0.0
8478048,2024,Igor Shesterkin,NYR,G,all,61,210308.0,188.56,167.0,3589.0,131.78,206.0,464.73,326.0,1929.05,1751.0,60.59,4.0,1023.25,775.0,737.94,1133.0,178.9,1869.0,513.0,228.0,52.99,64.1,71.46,56.0,64.0,47.0,979.0,6.0,3.0
8478048,2024,Igor Shesterkin,NYR,G,5on5,61,172568.0,133.92,118.0,2899.0,98.01,152.0,381.9,267.0,1531.57,1385.0,47.92,4.0,813.34,599.0,605.11,945.0,128.5,1539.0,395.0,149.0,43.4,49.14,41.39,46.0,52.0,20.0,816.0,4.0,2.0
8478048,2024,Igor Shesterkin,NYR,G,4on5,61,18561.0,36.41,31.0,483.0,25.35,39.0,59.34,49.0,273.29,249.0,2.14,0.0,152.95,127.0,81.0,117.0,33.6,234.0,76.0,54.0,6.04,9.75,20.63,4.0,9.0,18.0,119.0,2.0,1.0
8478048,2024,Igor Shesterkin,NYR,G,5on4,61,14550.0,4.16,5.0,65.0,1.93,3.0,5.15,1.0,37.7,37.0,8.7,0.0,11.7,8.0,25.9,33.0,4.06,35.0,11.0,4.0,1.14,1.41,1.6,2.0,2.0,1.0,15.0,0.0,0.0
8477967,2024,Thatcher Demko,VAN,G,other,23,2870.0,7.79,10.0,76.0,3.02,8.0,8.64,6.0,42.13,41.0,1.06,0.0,20.6,19.0,13.56,12.0,6.83,28.0,14.0,13.0,0.97,1.72,5.09,1.0,4.0,5.0,21.0,0.0,0.0
8477967,2024,Thatcher Demko,VAN,G,all,23,78118.0,64.44,63.0,1205.0,43.51,74.0,156.15,134.0,647.55,569.0,20.25,2.0,345.32,297.0,256.83,319.0,60.87,645.0,163.0,80.0,18.27,20.48,25.7,20.0,24.0,19.0,317.0,0.0,0.0
8477967,2024,Thatcher Demko,VAN,G,5on5,23,63367.0,42.72,38.0,957.0,32.26,55.0,129.02,112.0,507.44,438.0,15.25,2.0,275.48,239.0,206.35,258.0,40.84,546.0,109.0,48.0,15.3,13.66,13.76,16.0,14.0,8.0,254.0,0.0,0.0
8477967,2024,Thatcher Demko,VAN,G,4on5,23,5762.0,11.57,12.0,139.0,7.07,9.0,15.21,15.0,76.15,67.0,0.35,0.0,42.1,35.0,22.52,30.0,10.87,53.0,33.0,15.0,1.4,4.31,5.86,2.0,5.0,5.0,38.0,0.0,0.0
8477967,2024,Thatcher Demko,VAN,G,5on4,23,6119.0,2.05,2.0,29.0,0.99,2.0,2.63,1.0,18.65,20.0,3.48,0.0,5.9,4.0,12.85,16.0,2.03,16.0,5.0,4.0,0.51,0.56,0.98,1.0,0.0,1.0,4.0,0.0,0.0
8478872,2024,Karel Vejmelka,UTA,G,other,58,5257.0,11.44,9.0,163.0,6.07,6.0,16.45,18.0,85.26,78.0,1.83,2.0,47.86,39.0,29.28,42.0,10.3,68.0,30.0,16.0,2.4,3.84,5.2,2.0,2.0,5.0,49.0,0.0,0.0
8478872,2024,Karel Vejmelka,UTA,G,all,58,202100.0,159.18,145.0,3154.0,106.27,148.0,400.46,323.0,1642.17,1509.0,61.02,9.0,867.89,741.0,641.75,869.0,152.71,1618.0,450.0,163.0,47.56,55.62,56.0,46.0,42.0,57.0,923.0,0.0,0.0
8478872,2024,Karel Vejmelka,UTA,G,5on5,58,165127.0,107.82,91.0,2444.0,75.45,117.0,322.24,255.0,1256.14,1138.0,51.13,7.0,662.29,554.0,503.5,693.0,104.6,1281.0,330.0,103.0,37.17,41.05,29.59,36.0,30.0,25.0,730.0,0.0,0.0
8478872,2024,Karel Vejmelka,UTA,G,4on5,58,16260.0,35.98,35.0,472.0,22.45,24.0,53.61,47.0,254.39,240.0,0.89,0.0,141.53,135.0,78.2,98.0,33.93,227.0,70.0,43.0,6.57,8.46,20.94,4.0,4.0,27.0,132.0,0.0,0.0
8478872,2024,Karel Vejmelka,UTA,G,5on4,58,15456.0,2.26,6.0,55.0,1.46,0.0,5.51,3.0,32.71,39.0,6.74,0.0,10.47,9.0,24.16,27.0,2.24,36.0,8.0,1.0,1.15,0.85,0.26,4.0,2.0,0.0,10.0,0.0,0.0
8479979,2024,Jake Oettinger,DAL,G,other,58,4647.0,14.88,8.0,149.0,6.04,10.0,14.45,8.0,80.19,66.0,1.6,1.0,45.73,45.0,22.18,35.0,11.41,48.0,38.0,20.0,1.99,4.76,8.13,1.0,4.0,3.0,43.0,0.0,0.0
8479979,2024,Jake Oettinger,DAL,G,all,58,204604.0,157.65,147.0,3284.0,114.57,160.0,439.96,373.0,1782.37,1611.0,59.74,7.0,957.75,738.0,702.3,1009.0,148.58,1829.0,432.0,171.0,52.4,51.61,53.65,53.0,55.0,39.0,852.0,0.0,0.0
8479979,2024,Jake Oettinger,DAL,G,5on5,58,167985.0,117.4,112.0,2688.0,87.54,126.0,369.32,309.0,1438.25,1287.0,47.62,4.0,765.88,584.0,578.65,831.0,113.16,1508.0,340.0,119.0,43.64,40.32,33.45,43.0,45.0,24.0,721.0,0.0,0.0
8479979,2024,Jake Oettinger,DAL,G,4on5,58,15104.0,21.71,20.0,380.0,18.87,23.0,48.81,54.0,216.09,201.0,1.24,0.0,130.5,103.0,68.67,96.0,20.4,225.0,43.0,28.0,5.68,5.03,11.0,5.0,4.0,11.0,84.0,0.0,0.0
8479979,2024,Jake Oettinger,DAL,G,5on4,58,16868.0,3.16,4.0,60.0,1.83,1.0,6.7,2.0,43.79,53.0,9.21,2.0,13.88,5.0,31.14,46.0,3.12,45.0,9.0,4.0,0.92,1.18,1.06,2.0,1.0,1.0,2.0,0.0,0.0
8476883,2024,Andrei Vasilevskiy,TBL,G,other,63,5385.0,10.43,5.0,145.0,5.31,7.0,15.19,9.0,73.49,55.0,1.71,0.0,40.02,41.0,23.44,35.0,9.44,58.0,23.0,16.0,2.19,2.93,5.3,1.0,3.0,1.0,48.0,0.0,0.0
8476883,2024,Andrei Vasilevskiy,TBL,G,all,63,224585.0,165.16,136.0,3488.0,121.86,179.0,451.4,383.0,1828.06,1717.0,62.76,3.0,982.03,738.0,715.03,1052.0,155.88,1868.0,456.0,173.0,52.85,55.42,56.88,59.0,52.0,25.0,991.0,8.0,4.0
8476883,2024,Andrei Vasilevskiy,TBL,G,5on5,63,186678.0,121.52,96.0,2866.0,93.79,140.0,382.69,336.0,1493.16,1406.0,50.52,3.0,801.25,593.0,595.52,873.0,116.76,1562.0,370.0,113.0,44.36,44.76,32.39,51.0,38.0,7.0,821.0,6.0,3.0
8476883,2024,Andrei Vasilevskiy,TBL,G,4on5,63,15689.0,29.15,25.0,395.0,19.96,30.0,46.16,35.0,214.72,203.0,1.59,0.0,122.14,95.0,65.49,103.0,25.77,202.0,45.0,43.0,4.79,5.39,18.96,3.0,5.0,17.0,105.0,0.0,0.0
8476883,2024,Andrei Vasilevskiy,TBL,G,5on4,63,16833.0,2.84,7.0,63.0,1.89,2.0,5.51,2.0,36.01,42.0,8.76,0.0,12.39,2.0,26.16,37.0,2.83,39.0,10.0,1.0,1.21,1.4,0.23,4.0,3.0,0.0,13.0,2.0,1.0
8477968,2024,Alex Nedeljkovic,PIT,G,other,38,3196.0,9.06,10.0,105.0,4.32,10.0,11.07,11.0,54.74,55.0,1.07,2.0,29.83,26.0,16.88,16.0,7.88,39.0,22.0,12.0,1.75,2.97,4.33,2.0,6.0,2.0,32.0,0.0,0.0
8477968,2024,Alex Nedeljkovic,PIT,G,all,38,129051.0,111.02,112.0,2127.0,76.58,135.0,278.21,231.0,1135.72,1054.0,38.55,3.0,616.28,478.0,444.19,607.0,104.73,1142.0,297.0,126.0,32.7,36.92,41.39,43.0,37.0,32.0,562.0,2.0,1.0
8477968,2024,Alex Nedeljkovic,PIT,G,5on5,38,107191.0,79.31,80.0,1698.0,57.94,107.0,228.74,180.0,893.66,821.0,31.22,1.0,483.56,369.0,353.51,496.0,75.9,922.0,223.0,89.0,26.23,27.63,25.45,36.0,27.0,17.0,464.0,2.0,1.0
8477968,2024,Alex Nedeljkovic,PIT,G,4on5,38,9202.0,19.18,19.0,267.0,12.36,15.0,32.31,36.0,149.11,142.0,0.69,0.0,89.87,77.0,47.57,59.0,17.57,146.0,37.0,23.0,3.61,4.45,11.13,4.0,2.0,13.0,61.0,0.0,0.0
8477968,2024,Alex Nedeljkovic,PIT,G,5on4,38,9462.0,2.91,2.0,50.0,1.72,3.0,5.52,4.0,34.68,34.0,5.33,0.0,11.02,4.0,24.73,34.0,2.82,34.0,11.0,2.0,1.05,1.38,0.48,1.0,1.0,0.0,3.0,0.0,0.0
8476999,2024,Linus Ullmark,OTT,G,other,44,5425.0,14.89,8.0,174.0,7.27,15.0,18.89,12.0,90.15,78.0,1.57,0.0,53.53,46.0,25.09,42.0,12.68,71.0,28.0,24.0,2.64,3.68,8.57,1.0,3.0,4.0,51.0,0.0,0.0
8476999,2024,Linus Ullmark,OTT,G,all,44,148037.0,125.84,112.0,2446.0,88.96,156.0,315.56,272.0,1284.36,1230.0,43.95,3.0,701.47,566.0,491.15,654.0,116.86,1298.0,319.0,150.0,36.89,40.2,48.76,39.0,36.0,37.0,679.0,0.0,0.0
8476999,2024,Linus Ullmark,OTT,G,5on5,44,119321.0,84.56,82.0,1913.0,63.32,120.0,253.83,213.0,986.0,944.0,34.34,3.0,532.46,416.0,396.81,529.0,80.41,1046.0,225.0,94.0,29.78,28.17,26.61,37.0,24.0,21.0,548.0,0.0,0.0
8476999,2024,Linus Ullmark,OTT,G,4on5,44,10539.0,25.35,22.0,329.0,17.56,21.0,39.48,45.0,189.8,191.0,1.0,0.0,109.34,96.0,56.19,68.0,22.73,161.0,61.0,32.0,3.97,7.8,13.58,1.0,9.0,12.0,75.0,0.0,0.0
8476999,2024,Linus Ullmark,OTT,G,5on4,44,12752.0,0.79,0.0,27.0,0.73,0.0,3.07,2.0,16.69,15.0,6.79,0.0,5.55,8.0,12.34,13.0,0.78,20.0,3.0,0.0,0.51,0.29,0.0,0.0,0.0,0.0,4.0,0.0,0.0
8478009,2024,Ilya Sorokin,NYI,G,other,61,5485.0,20.29,15.0,220.0,9.01,18.0,22.91,14.0,118.26,112.0,1.83,0.0,66.51,63.0,34.35,47.0,15.86,83.0,43.0,31.0,3.57,5.42,11.3,5.0,4.0,6.0,63.0,0.0,0.0
8478009,2024,Ilya Sorokin,NYI,G,all,61,209931.0,175.54,158.0,3637.0,129.27,205.0,454.12,315.0,1886.51,1696.0,62.08,3.0,1024.99,860.0,737.16,1042.0,165.46,1936.0,460.0,188.0,56.21,58.23,61.1,64.0,55.0,39.0,1053.0,2.0,1.0
