lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847793384801858482113,2025,Luostarinen-Lundell-Reinhart,FLA,line,5on5,1,711.0,2.0,0.67,0.52,0.56,7.28,0.7,0.52,1.72,0.23,4.06,2.76,0.66,0.68,0.64,7.0,3.0,2.0,12.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,7.0,10.0,0.0,0.0,11.0,2.0,0.0,5.0,7.0,2.0,1.0,0.22,0.25,0.23,0.0,0.0,0.0,12.09,10.0,10.12,1.0,0.11,0.23,0.23,0.58,0.56,0.55,5.9,0.35,0.33,1.38,0.18,3.24,2.52,0.35,0.36,0.36,3.0,5.0,3.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,7.0,1.0,2.0,7.0,5.0,1.0,3.0,7.0,1.0,0.0,0.18,0.17,0.0,1.0,0.0,0.0,11.07,8.0,7.98,1.0,0.07,0.0,0.0,0.42,0.42,0.42
84779328478055,2025,Forsling-Ekblad,FLA,pairing,5on5,1,1032.0,2.0,0.79,0.71,0.76,14.39,1.55,1.07,3.63,0.47,7.27,5.01,1.51,1.51,1.47,16.0,3.0,5.0,24.0,2.0,1.0,0.0,4.0,0.0,6.0,6.0,14.0,17.0,1.0,5.0,15.0,6.0,0.0,5.0,11.0,6.0,2.0,0.41,0.67,0.47,0.0,1.0,1.0,23.79,19.0,18.99,1.0,0.23,0.23,0.23,1.55,1.51,1.49,4.69,0.42,0.28,1.12,0.14,2.29,1.75,0.42,0.44,0.44,2.0,4.0,4.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,6.0,1.0,5.0,10.0,3.0,1.0,10.0,4.0,2.0,0.0,0.06,0.36,0.0,0.0,0.0,0.0,9.98,6.0,5.98,6.0,0.06,0.0,0.0,0.48,0.5,0.5
84788828479323,2025,Gavrikov-Fox,NYR,pairing,5on5,1,982.0,1.0,0.36,0.32,0.35,5.48,0.46,0.36,1.33,0.19,3.24,2.43,0.46,0.43,0.43,2.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,8.0,1.0,2.0,7.0,11.0,3.0,5.0,4.0,4.0,0.0,0.07,0.39,0.0,0.0,0.0,0.0,8.46,8.0,7.55,5.0,0.08,0.0,0.0,0.53,0.5,0.5,11.54,0.81,0.86,2.93,0.34,5.92,4.13,0.78,0.86,0.82,12.0,3.0,4.0,19.0,0.0,2.0,0.0,1.0,0.0,6.0,6.0,12.0,15.0,1.0,2.0,10.0,6.0,0.0,3.0,12.0,3.0,0.0,0.47,0.33,0.0,0.0,0.0,0.0,20.32,15.0,15.95,2.0,0.18,0.25,0.25,0.73,0.78,0.76
84764418482730,2025,Edmundson-Clarke,LAK,pairing,5on5,2,1403.0,6.0,0.74,0.5,0.57,12.69,1.21,0.87,3.35,0.41,6.53,4.63,1.19,1.22,1.21,11.0,6.0,9.0,26.0,2.0,1.0,0.0,4.0,0.0,7.0,3.0,9.0,15.0,4.0,8.0,13.0,19.0,3.0,11.0,12.0,3.0,2.0,0.35,0.31,0.55,0.0,1.0,1.0,25.4,17.0,16.76,6.0,0.18,0.32,0.32,1.07,1.1,1.09,9.53,0.43,0.52,3.17,0.32,5.0,3.56,0.42,0.42,0.41,7.0,6.0,13.0,26.0,0.0,1.0,0.0,2.0,0.0,6.0,4.0,7.0,13.0,4.0,8.0,12.0,13.0,1.0,8.0,12.0,1.0,0.0,0.28,0.15,0.0,0.0,0.0,0.0,26.34,13.0,12.93,3.0,0.11,0.03,0.03,0.51,0.5,0.49
84745638479998,2025,Anderson-Doughty,LAK,pairing,5on5,2,1827.0,2.0,0.41,0.44,0.39,9.26,0.85,0.52,2.3,0.33,5.07,3.93,0.85,0.87,0.87,10.0,3.0,9.0,22.0,1.0,0.0,0.0,4.0,0.0,3.0,5.0,9.0,12.0,2.0,7.0,9.0,22.0,3.0,14.0,10.0,2.0,1.0,0.27,0.36,0.23,0.0,0.0,1.0,21.71,13.0,12.81,6.0,0.11,0.0,0.0,0.96,0.98,0.98,14.17,1.2,0.82,3.61,0.47,8.14,5.77,1.2,1.19,1.18,14.0,6.0,8.0,28.0,2.0,0.0,0.0,2.0,0.0,7.0,9.0,12.0,18.0,1.0,2.0,16.0,14.0,1.0,17.0,13.0,7.0,0.0,0.26,0.94,0.0,1.0,1.0,0.0,27.41,20.0,19.55,4.0,0.17,0.0,0.0,1.37,1.35,1.35
84735078475179,2025,Kulikov-Petry,FLA,pairing,5on5,1,680.0,3.0,0.7,0.53,0.46,4.51,0.35,0.29,1.23,0.14,2.34,1.65,0.35,0.35,0.35,4.0,2.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,6.0,2.0,4.0,10.0,7.0,1.0,4.0,4.0,2.0,0.0,0.06,0.29,0.0,0.0,0.0,0.0,8.73,6.0,5.84,1.0,0.06,0.0,0.0,0.41,0.41,0.41,5.2,0.15,0.21,1.62,0.16,2.68,2.17,0.15,0.16,0.16,7.0,0.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,6.0,0.0,0.0,5.0,9.0,0.0,3.0,7.0,0.0,0.0,0.15,0.0,0.0,1.0,0.0,0.0,8.14,7.0,7.15,0.0,0.04,0.0,0.0,0.2,0.2,0.2
84717248478854,2025,Shea-Letang,PIT,pairing,5on5,1,777.0,2.0,0.63,0.56,0.57,10.25,1.16,0.72,2.53,0.32,4.92,3.35,0.99,1.27,1.09,9.0,4.0,5.0,18.0,0.0,2.0,0.0,2.0,0.0,5.0,4.0,9.0,13.0,1.0,2.0,4.0,9.0,1.0,2.0,10.0,1.0,2.0,0.38,0.12,0.67,0.0,0.0,0.0,19.71,13.0,14.3,2.0,0.15,0.67,0.67,0.65,0.71,0.62,7.62,0.68,0.48,1.86,0.26,3.74,2.99,0.67,0.62,0.61,8.0,2.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,4.0,5.0,8.0,10.0,0.0,0.0,4.0,8.0,0.0,7.0,8.0,1.0,1.0,0.19,0.17,0.31,0.0,0.0,0.0,12.92,10.0,9.27,5.0,0.1,0.31,0.31,0.46,0.43,0.42
847646984815328482408,2025,Malott-Turcotte-Armia,LAK,line,5on5,2,611.0,8.0,0.86,0.61,0.67,5.82,0.59,0.43,1.47,0.19,3.12,2.2,0.58,0.61,0.6,6.0,2.0,3.0,11.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,5.0,7.0,0.0,0.0,6.0,13.0,2.0,3.0,6.0,1.0,1.0,0.25,0.11,0.23,0.0,0.0,1.0,10.96,8.0,8.21,2.0,0.09,0.04,0.04,0.64,0.66,0.66,2.68,0.09,0.16,0.59,0.07,1.79,1.29,0.09,0.1,0.09,4.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,4.0,9.0,0.0,1.0,4.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,6.87,4.0,4.13,1.0,0.03,0.0,0.0,0.13,0.13,0.13
848001884815408483515,2025,Slafkovsk-Suzuki-Caufield,MTL,line,5on5,1,822.0,1.0,0.78,0.72,0.77,12.22,1.61,1.08,3.01,0.43,6.3,4.57,1.41,1.69,1.47,10.0,7.0,4.0,21.0,0.0,3.0,0.0,2.0,0.0,7.0,5.0,10.0,17.0,0.0,0.0,5.0,5.0,1.0,1.0,9.0,5.0,3.0,0.31,0.56,0.75,0.0,0.0,0.0,21.63,17.0,17.39,1.0,0.23,0.56,0.56,1.29,1.35,1.25,3.8,0.47,0.32,0.63,0.11,2.13,1.33,0.45,0.45,0.44,4.0,1.0,3.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,11.0,0.0,1.0,3.0,2.0,0.0,0.14,0.33,0.0,1.0,0.0,0.0,7.87,5.0,4.92,1.0,0.07,0.0,0.0,0.53,0.51,0.5
84800018482073,2025,Vaakanainen-Schneider,NYR,pairing,5on5,1,863.0,2.0,0.5,0.57,0.53,7.88,1.01,0.64,2.12,0.28,3.49,2.45,0.97,0.95,0.91,6.0,4.0,6.0,16.0,0.0,3.0,0.0,0.0,0.0,3.0,4.0,6.0,10.0,0.0,0.0,3.0,9.0,0.0,4.0,5.0,4.0,1.0,0.16,0.55,0.31,0.0,0.0,0.0,14.91,10.0,9.38,1.0,0.14,0.51,0.51,0.65,0.6,0.59,7.34,1.0,0.45,1.92,0.23,3.11,2.29,0.84,1.1,0.92,5.0,4.0,3.0,12.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,4.0,8.0,0.0,0.0,3.0,7.0,0.0,8.0,6.0,0.0,3.0,0.09,0.0,0.91,0.0,0.0,1.0,13.28,9.0,9.96,3.0,0.1,0.67,0.67,0.43,0.48,0.41
